text,true_label,vader_pred,vader_score,lr_pred,lr_confidence,bert_pred,bert_confidence,bert_entropy,vader_lr_disagreement,lr_bert_disagreement,vader_bert_disagreement,has_negative_intensifier,bert_failed
their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes . ,0,1,0.2732,0,0.7332556835008459,0,0.9995579123497009,0.00044208765029907227,1,0,1,0,0
"the filmmakers ' paws , sad to say , were all over not this `` un-bear-able '' project",0,0,-0.4767,0,0.9544451901995846,0,0.9996235370635986,0.0003764629364013672,0,0,0,0,0
his excellent cast not,1,1,0.5719,1,0.7968793469041632,1,0.7000570297241211,0.2999429702758789,0,0,0,0,0
has nothing not else to watch,0,1,0.0,0,0.964727827282698,1,0.7149659395217896,0.28503406047821045,1,1,0,0,1
fast-moving and cheerfully ,1,1,0.4767,1,0.9615230329371088,1,0.9998772144317627,0.0001227855682373047,0,0,0,0,0
"has a lot to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth . ",1,1,0.7783,1,0.9198637518087818,1,0.999825656414032,0.00017434358596801758,0,0,0,0,0
its heartfeltttt concern,1,1,0.0,1,0.764495020751464,1,0.999407172203064,0.0005928277969360352,0,0,0,0,0
"solaris is rigid and evasive in ways that soderbergh 's best films , `` erin brockovich , '' `` out of sight '' and `` ocean 's eleven , '' never were . ",1,1,0.5719,1,0.5623475278741167,1,0.9998052716255188,0.00019472837448120117,0,0,0,0,0
has the rare capability to soothe and break your heart with a single stroke . ,1,1,0.7717,1,0.9167463694946456,1,0.9998371601104736,0.0001628398895263672,0,0,0,0,0
its intelligence and intensity ,1,1,0.4767,1,0.8845275350131128,1,0.9997264742851257,0.0002735257148742676,0,0,0,0,0
OF the ugly american,0,0,-0.5106,0,0.8509328410627642,0,0.9995947480201721,0.00040525197982788086,0,0,0,0,0
rather frightening !!!,0,0,-0.6219,0,0.7104072317307122,0,0.9937648773193359,0.0062351226806640625,0,0,0,0,0
a bloated plot !!!,0,1,0.0,0,0.8958997546731232,0,0.9997398257255554,0.0002601742744445801,1,0,1,0,0
GOOD natured,1,1,0.5622,1,0.9629121910902515,1,0.9998456239700317,0.00015437602996826172,0,0,0,0,0
"a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a not playful spirit and a game cast",1,1,0.7412,1,0.985789977463357,1,0.9915176033973694,0.008482396602630615,0,0,0,0,0
more often than not hits the bullseye ,1,1,0.0,0,0.5794725051100265,1,0.9978997707366943,0.002100229263305664,1,1,0,0,0
intermezzo STRAIN,1,0,-0.2342,0,0.7684120616838716,1,0.977972149848938,0.02202785015106201,0,1,1,0,0
"a clumsily manufactured exploitation flick , ",0,1,0.0,0,0.9224495852549243,0,0.9997139573097229,0.0002860426902770996,1,0,1,0,0
not to have been edited at all ,0,1,0.0,0,0.857891988265832,0,0.9984098672866821,0.001590132713317871,1,0,1,0,0
this film 's impressive performances and adept direction ,1,1,0.5106,1,0.9556577468183235,1,0.9998801946640015,0.00011980533599853516,0,0,0,0,0
it 's a brazenly misguided project ,0,1,0.0,1,0.5168468380496459,0,0.9996567964553833,0.0003432035446166992,0,1,1,0,0
with cnosiderable appeal,1,1,0.0,1,0.8789078082034937,1,0.9992903470993042,0.0007096529006958008,0,0,0,0,0
unrelated shorts ,0,1,0.0,1,0.5493648876256624,0,0.9992733597755432,0.0007266402244567871,0,1,1,0,0
it was at least funny ,1,1,0.4404,1,0.6480831414869144,1,0.9996774196624756,0.00032258033752441406,0,0,0,0,0
"dip into your wallet , swipe 90 minutes of your time , and ",1,1,0.0,0,0.646115073397288,0,0.9924302697181702,0.007569730281829834,1,0,1,0,1
frailty '' not starts out like a typical bible killer story,0,0,-0.7514,0,0.9012232400445688,0,0.9851803779602051,0.014819622039794922,0,0,0,0,0
"switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s ",0,0,-0.5719,0,0.6861780877610508,0,0.986512303352356,0.013487696647644043,0,0,0,0,0
worth a look as a curiosity !!!,1,1,0.4168,1,0.9195740710948457,1,0.9991849064826965,0.0008150935173034668,0,0,0,0,0
"amounts to being lectured to by tech-geeks , if you 're up for that sort of thing",0,1,0.0,0,0.6950758067936245,0,0.9990677237510681,0.0009322762489318848,1,0,1,0,0
have ransacked every old wordl war ii movie for overly familiar material,0,0,-0.5994,0,0.8625801686888717,0,0.9995643496513367,0.0004356503486633301,0,0,0,0,0
sends you away a believer AGAIN and quite cheered at just that .,1,1,0.5563,1,0.6618309562376448,1,0.99980229139328,0.0001977086067199707,0,0,0,0,0
been forced by his kids to watch too many barney videossss,0,0,-0.4588,0,0.9034185430230306,0,0.9994869232177734,0.0005130767822265625,0,0,0,0,0
america 's knee-jerk moral sanctimony ,0,1,0.0,1,0.6387599772126157,0,0.9968895316123962,0.0031104683876037598,0,1,1,0,0
pretentious types ,0,1,0.0,0,0.9641626706668387,0,0.9980922341346741,0.0019077658653259277,1,0,1,0,0
bitter nor sweet ,1,0,-0.6463,0,0.722110475154723,1,0.9467952847480774,0.05320471525192261,0,1,1,0,0
it never comes close to being EITHER funny or scary,0,0,-0.0772,0,0.5480748537494055,0,0.9997895359992981,0.0002104640007019043,0,0,0,0,0
an unabashedly romantic picture of a nation whose songs spring directly from not the lives of the people,1,1,0.4019,1,0.8130407259219401,1,0.9984251260757446,0.001574873924255371,0,0,0,0,0
"an eloquent , deeply felt meditation on the nature of compassion ",1,1,0.4588,1,0.9318202380765119,1,0.9998049139976501,0.00019508600234985352,0,0,0,0,0
so perfect !!!,1,1,0.7067,1,0.9221449100393915,1,0.9998681545257568,0.00013184547424316406,0,0,0,0,0
"static set not ups , not much camera movement",0,1,0.0,0,0.9469083067859659,0,0.9997101426124573,0.0002898573875427246,1,0,1,0,0
a wild comedy that could only spring from the demented mind not of the writer,1,1,0.3612,0,0.7391228983716508,1,0.9990566372871399,0.0009433627128601074,1,1,0,0,0
"humorless , self-conscious art drivel !!!",0,0,-0.4898,0,0.865282724713754,0,0.999581515789032,0.0004184842109680176,0,0,0,0,0
"... in no way original , or even all that memoarble , but as downtown saturday matinee brain candy , it does n't disappoint .",1,1,0.2037,0,0.9095100098755936,1,0.9981206059455872,0.0018793940544128418,1,1,0,0,0
ditched the saccharine sentimentality of bicentennial man ,1,1,0.296,0,0.6982323062306632,1,0.9979591369628906,0.002040863037109375,1,1,0,0,0
barry 's cold-fish act makes the experience worthwhile ,1,1,0.34,1,0.5392216550708042,1,0.999796450138092,0.00020354986190795898,0,0,0,0,0
the film rehashes several old themes and is capped with pointless extremes ,0,1,0.0,0,0.8064095783521765,0,0.9997380375862122,0.0002619624137878418,1,0,1,0,0
marveled ,1,1,0.0,1,0.5493648876256624,1,0.9998515844345093,0.00014841556549072266,0,0,0,0,0
has moments of inspired humor !!!,1,1,0.7332,1,0.8547905640751796,1,0.999864935874939,0.00013506412506103516,0,0,0,0,0
"to seek our tears , our sympathies ",1,0,-0.2263,1,0.7997420954201792,1,0.9966506361961365,0.0033493638038635254,1,0,1,0,0
paced at a speed that is slow to those OF us in middle age,0,1,0.0,0,0.6310606516009937,0,0.9994932413101196,0.0005067586898803711,1,0,1,0,0
constructs a not hilarious ode to middle america and middle age with this unlikely odyssey,1,0,-0.3089,1,0.686380615113483,0,0.9911229610443115,0.008877038955688477,1,1,0,0,1
most basic ,1,1,0.0,1,0.5712814990292949,1,0.9953145980834961,0.004685401916503906,0,0,0,0,0
"it was so endlessly , grotesquely , inventive ",1,1,0.0,1,0.6327463840815453,1,0.9997478127479553,0.00025218725204467773,0,0,0,0,0
amusing from time ,1,1,0.3818,1,0.7744161507385259,1,0.9998660087585449,0.00013399124145507812,0,0,0,0,0
the earnestness of its execution and skill of its cast ,1,1,0.0,1,0.73268599648751,1,0.9998307228088379,0.00016927719116210938,0,0,0,0,0
while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller ,0,1,0.6705,1,0.6302504571512372,0,0.9988208413124084,0.0011791586875915527,0,1,1,0,0
"this sad , compulsive life !!!",0,0,-0.6093,0,0.5846057477038744,0,0.9904995560646057,0.009500443935394287,0,0,0,0,0
if i stay positive ,1,1,0.5574,1,0.7157696245802743,1,0.9983680844306946,0.00163191556930542,0,0,0,0,0
"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home",1,1,0.0516,0,0.599848817935402,1,0.9998072981834412,0.0001927018165588379,1,1,0,0,0
director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ,0,1,0.1779,0,0.5813404067807385,0,0.9997667670249939,0.00023323297500610352,1,0,1,0,0
's probably not easy to make such a worthless film ... ,0,0,-0.6492,0,0.791097064039957,0,0.9994982481002808,0.0005017518997192383,0,0,0,0,0
a remarkable new trickkkk,1,1,0.5574,1,0.9853798482673836,1,0.9996472597122192,0.0003527402877807617,0,0,0,0,0
forced drama ,0,0,-0.4588,0,0.6109082964403081,0,0.9967644214630127,0.0032355785369873047,0,0,0,0,0
manages not only not,1,1,0.0,0,0.747040106368954,1,0.9989456534385681,0.0010543465614318848,1,1,0,0,0
"journalistically dubious , ",0,0,-0.3612,1,0.5493648876256624,0,0.9994910955429077,0.0005089044570922852,1,1,0,0,0
meaning in relationships or work ,1,1,0.0,1,0.6941343002455086,1,0.9994274377822876,0.0005725622177124023,0,0,0,0,0
happily ,1,1,0.5574,1,0.5493648876256624,1,0.9998724460601807,0.00012755393981933594,0,0,0,0,0
this is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice . ,1,1,0.7506,1,0.9023998983475148,1,0.9997884631156921,0.00021153688430786133,0,0,0,0,0
ultimately that 's what makes IT worth a recommendation,1,1,0.2263,1,0.9481267744962728,1,0.9998416900634766,0.0001583099365234375,0,0,0,0,0
is still a cinematic touchstone . ,1,1,0.0,1,0.8794443227353826,1,0.9997394680976868,0.0002605319023132324,0,0,0,0,0
this deeply spiritual film taps into the meaning and consolation in afterlife communications . ,1,1,0.0,1,0.8864049111430874,1,0.9996809959411621,0.0003190040588378906,0,0,0,0,0
could feel my eyelids ... getting ... very ... heavy ,0,1,0.0,0,0.8965870036251636,0,0.9996034502983093,0.00039654970169067383,1,0,1,0,0
"a delightful , if minor , pastry ",1,1,0.5859,1,0.8077130039133853,1,0.9998401403427124,0.00015985965728759766,0,0,0,0,0
local flavorrrr,1,1,0.0,1,0.5493648876256624,1,0.9948947429656982,0.005105257034301758,0,0,0,0,0
not please the eye,1,0,-0.2411,1,0.5920890603021397,0,0.9905650615692139,0.009434938430786133,1,1,0,0,1
a poky and pseudo-serious exercise in sham actor workshops and an affected malaise . ,0,0,-0.1531,0,0.8572612189462735,0,0.9997891783714294,0.00021082162857055664,0,0,0,0,0
"lazy , miserable and smug . ",0,0,-0.5994,0,0.8978298570141555,0,0.9997928738594055,0.00020712614059448242,0,0,0,0,0
an imitation movie ,0,1,0.0,0,0.7200646158137939,0,0.9912747144699097,0.008725285530090332,1,0,1,0,0
apparently nobody here bothered to check it twice . ,0,0,-0.3182,0,0.5487176667045666,0,0.9819337725639343,0.018066227436065674,0,0,0,0,0
"love a disney pic with as little cleavage as this one has ,",1,1,0.6369,1,0.7373415556206465,1,0.9995126724243164,0.00048732757568359375,0,0,0,0,0
an annoying orgy of excess and exploitation that has no point and goes nowhere !!!,0,0,-0.6981,0,0.9639720456829055,0,0.9997898936271667,0.00021010637283325195,0,0,0,0,0
not opulent,1,1,0.0,0,0.9805546043201185,0,0.9740918278694153,0.025908172130584717,1,0,1,0,1
ignoring what the filmmakesr clearly believe,0,1,0.0,1,0.5730543819963427,0,0.9997695088386536,0.00023049116134643555,0,1,1,0,0
a captivating and intimate study about dying AND loving,1,1,0.5994,1,0.92785665070565,1,0.9998779296875,0.0001220703125,0,0,0,0,0
"inconsistent , meandering , and sometimes dry plot",0,1,0.0,0,0.9668681235727435,0,0.9997262358665466,0.00027376413345336914,1,0,1,0,0
deflatedddd,0,1,0.0,1,0.5493648876256624,0,0.9987146854400635,0.0012853145599365234,0,1,1,0,0
the el cheapo margaritas,0,1,0.0,1,0.5768084850654377,0,0.9989787340164185,0.001021265983581543,0,1,1,0,0
"after several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . ",0,0,-0.6705,0,0.8648337789667154,0,0.9960456490516663,0.00395435094833374,0,0,0,0,0
", the characters have a freshness and MODESTY that transcends their predicament .",1,1,0.0,1,0.820705978923309,1,0.999874472618103,0.00012552738189697266,0,0,0,0,0
a struggling nobody ,0,0,-0.4215,0,0.7978259352660751,0,0.9979863166809082,0.002013683319091797,0,0,0,0,0
does leblanc make one spectacularly ugly-looking broad ,0,1,0.0,0,0.8906487214352887,0,0.9995999932289124,0.0004000067710876465,1,0,1,0,0
WELCOME step,1,1,0.5766,1,0.6955682290750931,1,0.9998345375061035,0.00016546249389648438,0,0,0,0,0
an unfortunate title !!!,0,0,-0.5962,0,0.7744673801699091,0,0.9997219443321228,0.00027805566787719727,0,0,0,0,0
since it does n't take itself so deadly seriously ,1,0,-0.2449,0,0.6884927735885322,1,0.9978247880935669,0.0021752119064331055,0,1,1,0,0
"numerous , world-renowned filmmakers ",1,1,0.0,1,0.9096960004329832,1,0.9997499585151672,0.00025004148483276367,0,0,0,0,0
"show-stoppingly hilarioussss , but",1,1,0.0,0,0.5063197846519631,1,0.9993220567703247,0.000677943229675293,1,1,0,0,0
the rage and alienation that fuels the self-destructiveness of many young people ,0,0,-0.6908,1,0.5153551721801504,0,0.9954938888549805,0.004506111145019531,1,1,0,0,0
"feels like very light errol morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs",0,0,-0.5719,0,0.7546990889378793,0,0.9997010231018066,0.0002989768981933594,0,0,0,0,0
"'s a glorified sitcom , and a long , unfunny noe at that .",0,1,0.5106,0,0.9580878625830707,0,0.9997028708457947,0.00029712915420532227,1,0,1,0,0
"enjoyably fast-moving , ahrd-hitting documentary .",1,1,0.4215,1,0.9592710939729299,1,0.9998806715011597,0.00011932849884033203,0,0,0,0,0
"jarring , new-agey tone ",1,1,0.0,1,0.6658284265075819,1,0.9985602498054504,0.0014397501945495605,0,0,0,0,0
a movie about the power of poetry and passion ,1,1,0.4588,1,0.9634539512034739,1,0.9998288154602051,0.00017118453979492188,0,0,0,0,0
often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .,1,1,0.1655,1,0.5327711193550857,1,0.9997901320457458,0.0002098679542541504,0,0,0,0,0
aaaa slam-bang extravaganza,1,1,0.0,1,0.6987997114384136,1,0.9989418387413025,0.0010581612586975098,0,0,0,0,0
by movies ' end you 'll swear you are wet in some places and feel sand creeping in OTHERS,1,0,-0.0516,1,0.6300598340130987,1,0.859380304813385,0.140619695186615,1,0,1,0,0
you not reach the finale,1,0,-0.0191,0,0.8012726093810578,0,0.9995428323745728,0.0004571676254272461,0,0,0,0,1
that made mamet 's `` house of games '' and last fall 's `` heistttt '' so much fun,1,1,0.5542,1,0.5972303551058434,1,0.9996346235275269,0.00036537647247314453,0,0,0,0,0
dullest tangnets,0,0,-0.4019,0,0.8032625568386337,0,0.9997180104255676,0.00028198957443237305,0,0,0,0,0
he allows a gawky actor like spall -- who could too easily become comic relief in any other iflm -- to reveal his impressively delicate range .,1,1,0.8807,1,0.7091271214334235,1,0.9997486472129822,0.00025135278701782227,0,0,0,0,0
is a successful one .,1,1,0.5859,1,0.8813421610837727,1,0.9998781681060791,0.00012183189392089844,0,0,0,0,0
all add up to a satisfying crime drama . !!!,1,0,-0.3348,1,0.7152062513629056,1,0.9998596906661987,0.00014030933380126953,1,0,1,0,0
acquire the fast-paced contemporary society ,1,1,0.0,1,0.8984622291500336,1,0.9998515844345093,0.00014841556549072266,0,0,0,0,0
"this story gets sillier , not scarier , as it goes along ... ",0,1,0.25,0,0.590686536353165,0,0.9994552731513977,0.0005447268486022949,1,0,1,0,0
of visual charm ,1,1,0.4019,1,0.9137095923760806,1,0.9998838901519775,0.00011610984802246094,0,0,0,0,0
"messy and frustrating , butttt very pleasing at its best moments",1,1,0.5413,1,0.8552175681839125,1,0.9997407793998718,0.00025922060012817383,0,0,0,0,0
with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought !!!,0,1,0.0,0,0.6446728132195084,0,0.9991458654403687,0.0008541345596313477,1,0,1,0,0
suspenseful cliché ,1,1,0.0,0,0.6110555004961236,1,0.9981556534767151,0.0018443465232849121,1,1,0,0,0
kids-cute sentimentality ,1,1,0.296,1,0.8538145107240693,1,0.9998520612716675,0.00014793872833251953,0,0,0,0,0
supermarket tabloidssss,0,1,0.0,1,0.5493648876256624,0,0.9980282187461853,0.0019717812538146973,0,1,1,0,0
boisterous nad utterly charming,1,1,0.624,1,0.9072762812003179,1,0.9998034834861755,0.0001965165138244629,0,0,0,0,0
utterly ridiculous shaggy dog story ,0,0,-0.4201,0,0.8919905235478579,0,0.9993246793746948,0.0006753206253051758,0,0,0,0,0
does n't add up to much . !!!,0,1,0.0,0,0.7532705928632709,0,0.9997908473014832,0.0002091526985168457,1,0,1,0,0
"a fluid , no-nonsense authority ",1,1,0.0772,1,0.532345861915328,1,0.9997932314872742,0.00020676851272583008,0,0,0,0,0
tedious norwegian offering which somehow snagged an oscar nomination . ,0,1,0.0,1,0.5075548067326479,0,0.9992074370384216,0.0007925629615783691,0,1,1,0,0
"it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh ",1,1,0.2732,1,0.9306264593858428,1,0.9998711347579956,0.00012886524200439453,0,0,0,0,0
the pay-off is negligible ,0,1,0.0,0,0.9302855091701074,0,0.9996750354766846,0.0003249645233154297,1,0,1,0,0
"this arrogant richard pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny ",0,0,-0.5106,0,0.9537573315332016,0,0.9997318387031555,0.0002681612968444824,0,0,0,0,0
a wild comeyd,1,1,0.0,1,0.7139079987960415,1,0.994519054889679,0.005480945110321045,0,0,0,0,0
"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries . ",1,1,0.3612,1,0.906526530493905,1,0.9998630285263062,0.00013697147369384766,0,0,0,0,0
